question_id	Response_ID	Annotation_ID	span_type	span_text	relevance_label
Q02821	R004264	1	matn	إِنَّ اللهَ عَزَّ وَجَلَّ لَا يَقْبَلُ صَلَاةً بِغَيْرِ طُهُورٍ ، وَلَا صَدَقَةً مِنْ غُلُولٍ	1
Q02821	R004264	2	matn	لَا تُقْبَلُ صَلَاةُ أَحَدِكُمْ إِذَا أَحْدَثَ حَتَّى يَتَوَضَّأَ	1
Q04841	R004265	2	Ayah	۞ يَا أَيُّهَا الَّذِينَ آمَنُوا كُونُوا قَوَّامِينَ بِالْقِسْطِ شُهَدَاءَ لِلَّهِ وَلَوْ عَلَىٰ أَنْفُسِكُمْ أَوِ الْوَالِدَيْنِ وَالْأَقْرَبِينَ ۚ إِنْ يَكُنْ غَنِيًّا أَوْ فَقِيرًا فَاللَّهُ أَوْلَىٰ بِهِمَا ۖ فَلَا تَتَّبِعُوا الْهَوَىٰ أَنْ تَعْدِلُوا ۚ وَإِنْ تَلْوُوا أَوْ تُعْرِضُوا فَإِنَّ اللَّهَ كَانَ بِمَا تَعْمَلُونَ خَبِيرًا	1
Q05597	R004279	1	Ayah	وَلَا تَقْتُلُوا أَنفُسَكُمْ إِنَّ اللَّهَ كَانَ بِكُمْ رَحِيمًا	1
Q05597	R004279	4	Ayah	وَلَا تُلْقُوا بِأَيْدِيكُمْ إِلَى التَّهْلُكَةِ	1
Q05597	R004279	5	Ayah	وَلَا تَعَاوَنُوا عَلَى الْإِثْمِ وَالْعُدْوَانِ	1
Q04669	R004283	1	Ayah	وما خلقت الجن والإنس إلا ليعبدون	1
Q01160	R004287	1	Ayah	وَلَا تَقْفُ مَا لَيْسَ لَكَ بِهِ عِلْمٌ إِنَّ السَّمْعَ وَالْبَصَرَ وَالْفُؤَادَ كُلُّ أُولَئِكَ كَانَ عَنْهُ مَسْئُولًا	1
Q01160	R004287	2	matn	كفى بالمرء كذبًا أن يحدث بكل ما سمع	1
Q03168	R004295	1	Ayah	وَمَنْ يَبْتَغِ غَيْرَ الْإِسْلَامِ دِينًا فَلَنْ يُقْبَلَ مِنْهُ وَهُوَ فِي الْآخِرَةِ مِنَ الْخَاسِرِينَ	1
Q03168	R004295	2	Ayah	وَمَا أَرْسَلْنَا مِنْ قَبْلِكَ مِنْ رَسُولٍ وَلا نَبِيٍّ إِلاَّ إِذَا تَمَنَّىٰ أَلْقَى الشَّيْطَانُ فِي أُمْنِيَّتِهِ فَيَنْسَخُ اللَّهُ مَا يُلْقِي الشَّيْطَانُ ثُمَّ يُحْكِمُ اللَّهُ آيَاتِهِ وَاللَّهُ عَلِيمٌ حَكِيمٌ	0
Q00034	R004308	1	Ayah	وَأَقِيمُوا الصَّلَاةَ وَآتُوا الزَّكَاةَ وَأَطِيعُوا الرَّسُولَ لَعَلَّكُمْ تُرْحَمُونَ	0
Q00034	R004308	2	matn	إنما الأعمال بالنيات، وإنما لكل امرئ ما نوى	0
Q03078	R004312	1	Ayah	وَقُل لِّعِبَادِي يَقُولُوا الَّتِي هِيَ أَحْسَنُ إِنَّ الشَّيْطَانَ يَنزَغُ بَيْنَهُمْ إِنَّ الشَّيْطَانَ كَانَ لِلْإِنسَانِ عَدُوًّا مُّبِينًا	1
Q03078	R004312	2	matn	من كان يؤمن بالله واليوم الآخر، فليقل خيراً أو ليصمت	1
Q00127	R004314	1	Ayah	وَإِذْ قَالَ رَبُّكَ لِلْمَلَائِكَةِ إِنِّي جَاعِلٌ فِي الْأَرْضِ خَلِيفَةً ۖ قَالُوا أَتَجْعَلُ فِيهَا مَنْ يُفْسِدُ فِيهَا وَيَسْفِكُ الدِّمَاءَ وَنَحْنُ نُسَبِّحُ بِحَمْدِكَ وَنُقَدِّسُ لَكَ ۖ قَالَ إِنِّي أَعْلَمُ مَا لَا تَعْلَمُونَ	0
Q00127	R004314	2	matn	اسْتَبَّ رَجُلَانِ عِنْدَ النَّبِيِّ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ وَنَحْنُ عِنْدَهُ جُلُوسٌ وَأَحَدُهُمَا يَسُبُّ صَاحِبَهُ مُغْضَبًا قَدِ احْمَرَّ وَجْهُهُ ، فَقَالَ النَّبِيُّ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ: إِنِّي لَأَعْلَمُ كَلِمَةً لَوْ قَالَهَا لَذَهَبَ عَنْهُ مَا يَجِدُ ، لَوْ قَالَ: أَعُوذُ بِاللهِ مِنَ الشَّيْطَانِ الرَّجِيمِ ، فَقَالُوا لِلرَّجُلِ : أَلَا تَسْمَعُ مَا يَقُولُ النَّبِيُّ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ؟ قَالَ: إِنِّي لَسْتُ بِمَجْنُونٍ .	0
Q05597	R004324	1	Ayah	وَأَنْ لَيْسَ لِلْإِنْسَانِ إِلَّا مَا سَعَى	0
Q05597	R004324	2	Ayah	فَكَيْفَ إِذَا تَوَفَّتْهُمُ الْمَلَائِكَةُ يَضْرِبُونَ وُجُوهَهُمْ وَأَدْبَارَهُمْ	0
Q05074	R004326	1	Ayah	يَا أَيُّهَا الَّذِينَ آمَنُوا إِنَّمَا الْخَمْرُ وَالْمَيْسِرُ وَالْأَنْصَابُ وَالْأَزْلَامُ رِجْسٌ مِنْ عَمَلِ الشَّيْطَانِ فَاجْتَنِبُوهُ لَعَلَّكُمْ تُفْلِحُونَ	1
Q05074	R004326	3	Ayah	يَا أَيُّهَا الَّذِينَ آمَنُوا كُلُوا مِنْ طَيِّبَاتِ مَا رَزَقْنَاكُمْ وَاشْكُرُوا لِلَّهِ إِنْ كُنْتُمْ إِيَّاهُ تَعْبُدُونَ	0
Q05074	R004326	4	matn	إن الله طيب يحب الطيب، نظيف يحب النظافة	0
Q01830	R004331	2	matn	احفظ عورتك إلا من زوجتك أو ما ملكت يمينك	1
Q07094	R004352	1	Ayah	فَلَمْ تَقْتُلُوهُمْ وَلَكِنَّ اللَّهَ قَتَلَهُمْ وَمَا رَمَيْتَ إِذْ رَمَيْتَ وَلَكِنَّ اللَّهَ رَمَى وَلِيُبْلِيَ الْمُؤْمِنِينَ مِنْهُ بَلاءً حَسَنًا إِنَّ اللَّهَ سَمِيعٌ عَلِيمٌ	0
Q07094	R004352	2	matn	البينة على المدعي، واليمين على من أنكر	1
Q02799	R004355	2	Ayah	إِنَّ الصَّلَاةَ كَانَتْ عَلَى الْمُؤْمِنِينَ كِتَابًا مَوْقُوتًا	0
Q02799	R004355	3	matn	إن الله عز وجل ليملي للظالم، فإذا أخذه لم يفلته، ثم قرأ: وَكَذَٰلِكَ أَخْذُ رَبِّكَ إِذَا أَخَذَ الْقُرَى وَهِيَ ظَالِمَةٌ إِنَّ أَخْذَهُ أَلِيمٌ شَدِيدٌ	0
Q02799	R004355	4	Ayah	إِنَّ الصَّلَاةَ كَانَتْ عَلَى الْمُؤْمِنِينَ كِتَابًا مَوْقُوتًا	0
Q04294	R004361	2	Ayah	الله الذي جعل لكم الأرض قراراً والسماء بناءً وصوركم فأحسن صوركم ورزقكم من الطيبات ذلكم الله ربكم فتبارك الله رب العالمين	0
Q04836	R004364	4	matn	من صلى البردين دخل الجنة	0
Q06951	R004373	1	Ayah	وَلَقَدْ كَتَبْنَا فِي الزَّبُورِ مِن بَعْدِ الذِّكْرِ أَنَّ الْأَرْضَ يَرِثُهَا عِبَادِيَ الصَّالِحُونَ	0
Q06951	R004373	2	matn	أَرْبَعٌ مَنْ كُنَّ فِيهِ كَانَ مُنَافِقًا خَالِصًا ، وَمَنْ كَانَتْ فِيهِ خَصْلَةٌ مِنْهُنَّ ، كَانَتْ فِيهِ خَصْلَةٌ مِنَ النِّفَاقِ حَتَّى يَدَعَهَا: إِذَا اؤْتُمِنَ خَانَ ، وَإِذَا حَدَّثَ كَذَبَ ، وَإِذَا عَاهَدَ غَدَرَ ، وَإِذَا خَاصَمَ فَجَرَ .	0
Q03293	R004374	1	Ayah	فإن خفتم ألا تعدلوا فواحدة	1
Q03293	R004374	2	Ayah	وَإِنْ خِفْتُمْ أَلَّا تُقْسِطُوا فِي الْيَتَامَىٰ فَانْكِحُوا مَا طَابَ لَكُمْ مِنَ النِّسَاءِ مَثْنَىٰ وَثُلَاثَ وَرُبَاعَ ۖ فَإِنْ خِفْتُمْ أَلَّا تَعْدِلُوا فَوَاحِدَةً أَوْ مَا مَلَكَتْ أَيْمَانُكُمْ ۚ ذَٰلِكَ أَدْنَىٰ أَلَّا تَعُولُوا	1
Q02845	R004377	2	matn	لا نفقة لك إلا أن تكوني حاملاً	1
Q02466	R004385	1	Ayah	أَمْ تَقُولُونَ إِنَّ إِبْرَاهِيمَ وَإِسْمَاعِيلَ وَإِسْحَاقَ وَيَعْقُوبَ وَالْأَسْبَاطَ كَانُوا هُودًا أَوْ نَصَارَىٰ ۗ قُلْ أَأَنْتُمْ أَعْلَمُ أَمِ اللَّهُ ۗ وَمَنْ أَظْلَمُ مِمَّنْ كَتَمَ شَهَادَةً عِنْدَهُ مِنَ اللَّهِ ۗ وَمَا اللَّهُ بِغَافِلٍ عَمَّا تَعْمَلُونَ	0
Q02466	R004385	2	Ayah	يَعْلَمُ مَا فِي السَّمَاوَاتِ وَالْأَرْضِ وَيَعْلَمُ مَا تُسِرُّونَ وَمَا تُعْلِنُونَ ۚ وَاللَّهُ عَلِيمٌ بِذَاتِ الصُّدُورِ	0
Q00820	R004390	1	Ayah	وَلَا تَنْكِحُوا مَا نَكَحَ آبَاؤُكُمْ مِنَ النِّسَاءِ إِلَّا مَا قَدْ سَلَفَ إِنَّهُ كَانَ فَاحِشَةً وَمَقْتًا وَسَاءَ سَبِيلًا	0
Q00820	R004390	2	matn	مَا تَعُدُّونَ الشَّهِيدَ فِيكُمْ؟ . قَالُوا: يَا رَسُولَ اللهِ ، مَنْ قُتِلَ فِي سَبِيلِ اللهِ فَهُوَ شَهِيدٌ ، قَالَ: إِنَّ شُهَدَاءَ أُمَّتِي إِذًا لَقَلِيلٌ . قَالُوا: فَمَنْ هُمْ يَا رَسُولَ اللهِ؟ قَالَ: مَنْ قُتِلَ فِي سَبِيلِ اللهِ فَهُوَ شَهِيدٌ ، وَمَنْ مَاتَ فِي سَبِيلِ اللهِ فَهُوَ شَهِيدٌ ، وَمَنْ مَاتَ فِي الطَّاعُونِ فَهُوَ شَهِيدٌ ، وَمَنْ مَاتَ فِي الْبَطْنِ فَهُوَ شَهِيدٌ	0
Q06343	R004391	1	Ayah	فإذا قضيتم الصلاة فاذكروا الله قيامًا وقعودًا وعلى جنوبكم	0
Q06343	R004391	4	matn	التحيات لله والصلوات والطيبات، السلام عليك أيها النبي ورحمة الله وبركاته، السلام علينا وعلى عباد الله الصالحين، أشهد أن لا إله إلا الله وأشهد أن محمدًا عبده ورسوله	1
Q06343	R004391	5	matn	كَانَ رَسُولُ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ يُعَلِّمُنَا التَّشَهُّدَ كَمَا يُعَلِّمُنَا الْقُرْآنَ ، وَكَانَ يَقُولُ : التَّحِيَّاتُ الْمُبَارَكَاتُ الصَّلَوَاتُ الطَّيِّبَاتُ لِلهِ ، السَّلَامُ عَلَيْكَ أَيُّهَا النَّبِيُّ وَرَحْمَةُ اللهِ وَبَرَكَاتُهُ ، السَّلَامُ عَلَيْنَا وَعَلَى عِبَادِ اللهِ الصَّالِحِينَ ، وَأَشْهَدُ أَنْ لَا إِلَهَ إِلَّا اللهُ ، وَأَشْهَدُ أَنَّ مُحَمَّدًا رَسُولُ اللهِ	1
Q06343	R004391	6	matn	كنا إذا صلينا خلف النبي صلى الله عليه وسلم قلنا: السلام على جبريل وميكائيل، السلام على فلان وفلان، فالتفت إلينا رسول الله صلى الله عليه وسلم فقال: إن الله هو السلام، فإذا صلى أحدكم فليقل: التحيات لله والصلوات والطيبات، السلام عليك أيها النبي ورحمة الله وبركاته، السلام علينا وعلى عباد الله الصالحين، فإنكم إذا قلتموها أصابت كل عبد لله صالح في السماء والأرض، أشهد أن لا إله إلا الله وأشهد أن محمدًا عبده ورسوله	1
Q06343	R004391	7	matn	كُنَّا نَقُولُ فِي الصَّلَاةِ ، قَبْلَ أَنْ يُفْرَضَ التَّشَهُّدُ : السَّلَامُ عَلَى اللهِ ، السَّلَامُ عَلَى جِبْرِيلَ وَمِيكَائِيلَ ، فَقَالَ رَسُولُ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ : لَا تَقُولُوا هَكَذَا ، فَإِنَّ اللهَ عَزَّ وَجَلَّ هُوَ السَّلَامُ ، وَلَكِنْ قُولُوا : التَّحِيَّاتُ لِلهِ ، وَالصَّلَوَاتُ ، وَالطَّيِّبَاتُ ، السَّلَامُ عَلَيْكَ أَيُّهَا النَّبِيُّ وَرَحْمَةُ اللهِ وَبَرَكَاتُهُ ، السَّلَامُ عَلَيْنَا وَعَلَى عِبَادِ اللهِ الصَّالِحِينَ ، أَشْهَدُ أَنْ لَا إِلَهَ إِلَّا اللهُ ، وَأَشْهَدُ أَنَّ مُحَمَّدًا عَبْدُهُ وَرَسُولُهُ .	1
Q05124	R004392	1	Ayah	لا ينهاكم الله عن الذين لم يقاتلوكم في الدين ولم يخرجوكم من دياركم أن تبروهم وتقسطوا إليهم إن الله يحب المقسطين	0
Q07733	R004405	1	Ayah	قُلْ إِنَّ صَلَاتِي وَنُسُكِي وَمَحْيَايَ وَمَمَاتِي لِلَّهِ رَبِّ الْعَالَمِينَ	1
Q07733	R004405	2	matn	إنما بُعثت لأتمم صالح الأخلاق	1
Q07733	R004405	4	Ayah	إِنَّ اللَّهَ يَأْمُرُ بِالْعَدْلِ وَالْإِحْسَانِ وَإِيتَاءِ ذِي الْقُرْبَى وَيَنْهَى عَنِ الْفَحْشَاءِ وَالْمُنْكَرِ وَالْبَغْيِ يَعِظُكُمْ لَعَلَّكُمْ تَذَكَّرُونَ	1
Q07733	R004405	5	matn	إِنَّ مِنْ أَحَبِّكُمْ إِلَيَّ وَأَقْرَبِكُمْ مِنِّي مَجْلِسًا يَوْمَ الْقِيَامَةِ أَحَاسِنَكُمْ أَخْلَاقًا ، وَإِنَّ أَبْغَضَكُمْ إِلَيَّ وَأَبْعَدَكُمْ مِنِّي مَجْلِسًا يَوْمَ الْقِيَامَةِ الثَّرْثَارُونَ وَالْمُتَشَدِّقُونَ وَالْمُتَفَيْهِقُونَ قَالُوا: يَا رَسُولَ اللهِ ، قَدْ عَلِمْنَا الثَّرْثَارُونَ وَالْمُتَشَدِّقُونَ ، فَمَا الْمُتَفَيْهِقُونَ ؟ قَالَ: الْمُتَكَبِّرُونَ	1
Q04395	R004413	2	matn	إن الله تعالى يقول: يا ابن آدم، إنك ما دعوتني ورجوتني، غفرت لك على ما كان منك ولا أُبالي. يا ابن آدم، لو بلغت ذنوبك عنان السماء، ثم استغفرتني غفرت لك	1
Q04136	R004418	1	Ayah	لَا إِكْرَاهَ فِي الدِّينِ قَد تَّبَيَّنَ الرُّشْدُ مِنَ الْغَيِّ	0
Q04136	R004418	2	matn	من كان يؤمن بالله واليوم الآخر فليقل خيراً أو ليصمت	1
Q04136	R004418	3	Ayah	يَا أَيُّهَا النَّاسُ إِنَّا خَلَقْنَاكُم مِّن ذَكَرٍ وَأُنثَىٰ وَجَعَلْنَاكُمْ شُعُوبًا وَقَبَائِلَ لِتَعَارَفُوا إِنَّ أَكْرَمَكُمْ عِندَ اللَّهِ أَتْقَاكُمْ	1
Q05433	R004420	1	Ayah	يَا أَيُّهَا الَّذِينَ آمَنُوا إِنَّمَا الْخَمْرُ وَالْمَيْسِرُ وَالْأَنْصَابُ وَالْأَزْلَامُ رِجْسٌ مِنْ عَمَلِ الشَّيْطَانِ فَاجْتَنِبُوهُ لَعَلَّكُمْ تُفْلِحُونَ	1
Q05433	R004420	2	matn	لعن الله الخمرَ وشاربَها وساقيها وبائعَها ومبتاعَها وعاصرَها ومعتصرَها وحاملَها والمحمولةَ إليه	1
Q00910	R004421	1	matn	اتقوا الله واعدلوا بين أولادكم	1
Q05196	R004430	1	Ayah	قُلْ هَلْ مِنْ شُرَكَائِكُمْ مَنْ يَهْدِي إِلَى الْحَقِّ ۚ قُلِ اللَّهُ يَهْدِي لِلْحَقِّ ۗ أَفَمَنْ يَهْدِي إِلَى الْحَقِّ أَحَقُّ أَنْ يُتَّبَعَ أَمَّنْ لَا يَهِدِّي إِلَّا أَنْ يُهْدَىٰ ۖ فَمَا لَكُمْ كَيْفَ تَحْكُمُونَ	0
Q05196	R004430	2	Ayah	قُلْ لِعِبَادِيَ الَّذِينَ آمَنُوا يُقِيمُوا الصَّلَاةَ وَيُنْفِقُوا مِمَّا رَزَقْنَاهُمْ سِرًّا وَعَلَانِيَةً مِنْ قَبْلِ أَنْ يَأْتِيَ يَوْمٌ لَا بَيْعٌ فِيهِ وَلَا خِلَالٌ	0
Q05196	R004430	3	matn	سَأَلْتُ رَسُولَ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ أَيُّ الْعَمَلِ أَفْضَلُ ؟ قَالَ : الصَّلَاةُ لِوَقْتِهَا ، قَالَ : قُلْتُ : ثُمَّ أَيٌّ ؟ قَالَ : بِرُّ الْوَالِدَيْنِ ، قَالَ : قُلْتُ : ثُمَّ أَيٌّ ؟ قَالَ : الْجِهَادُ فِي سَبِيلِ اللهِ ، فَمَا تَرَكْتُ أَسْتَزِيدُهُ إِلَّا إِرْعَاءً عَلَيْهِ	0
Q01564	R004443	1	Ayah	وَعَاشِرُوهُنَّ بِالْمَعْرُوفِ فَإِنْ كَرِهْتُمُوهُنَّ فَعَسَى أَنْ تَكْرَهُوا شَيْئًا وَيَجْعَلَ اللَّهُ فِيهِ خَيْرًا كَثِيرًا	1
Q01564	R004443	2	matn	خَيْرُكُمْ خَيْرُكُمْ لأَهْلِهِ	1
Q02323	R004448	1	Ayah	إِنْ تُبْدُوا خَيْرًا أَوْ تُخْفُوهُ أَوْ تَعْفُوا عَنْ سُوءٍ فَإِنَّ اللَّهَ كَانَ عَفُوًّا قَدِيرًا	0
Q06550	R004450	1	Ayah	وَهُوَ الَّذِي خَلَق السَّمَاوَاتِ وَالْأَرْضَ فِي سِتَّةِ أَيَّامٍ وَكَانَ عَرْشُهُ عَلَى الْمَاءِ لِيَبْلُوَكُمْ أَيُّكُمْ أَحْسَنُ عَمَلًا	1
Q06550	R004450	2	Ayah	وَيْلٌ لِلْمُطَفِّفِينَ الَّذِينَ إِذَا اكْتَالُوا عَلَى النَّاسِ يَسْتَوْفُونَ وَإِذَا كَالُوهُمْ أَوْ وَزَنُوهُمْ يُخْسِرُونَ أَلَا يَظُنُّ أُولَـٰئِكَ أَنَّهُمْ مَبْعُوثُونَ لِيَوْمٍ عَظِيمٍ يَوْمَ يَقُومُ النَّاسُ لِرَبِّ الْعَالَمِينَ	0
Q06550	R004450	3	matn	إِنِّي عِنْدَ النَّبِيِّ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ إِذْ جَاءَهُ قَوْمٌ مِنْ بَنِي تَمِيمٍ ، فَقَالَ: اقْبَلُوا الْبُشْرَى يَا بَنِي تَمِيمٍ . قَالُوا: بَشَّرْتَنَا فَأَعْطِنَا ، فَدَخَلَ نَاسٌ مِنْ أَهْلِ الْيَمَنِ ، فَقَالَ: اقْبَلُوا الْبُشْرَى يَا أَهْلَ الْيَمَنِ ، إِذْ لَمْ يَقْبَلْهَا بَنُو تَمِيمٍ قَالُوا: قَبِلْنَا ، جِئْنَاكَ لِنَتَفَقَّهَ فِي الدِّينِ ، وَلِنَسْأَلَكَ عَنْ أَوَّلِ هَذَا الْأَمْرِ مَا كَانَ ، قَالَ: كَانَ اللهُ وَلَمْ يَكُنْ شَيْءٌ قَبْلَهُ ، وَكَانَ عَرْشُهُ عَلَى الْمَاءِ ، ثُمَّ خَلَقَ السَّمَوَاتِ وَالْأَرْضَ ، وَكَتَبَ فِي الذِّكْرِ كُلَّ شَيْءٍ ثُمَّ أَتَانِي رَجُلٌ فَقَالَ: يَا عِمْرَانُ أَدْرِكْ نَاقَتَكَ فَقَدْ ذَهَبَتْ ، فَانْطَلَقْتُ أَطْلُبُهَا ، فَإِذَا السَّرَابُ يَنْقَطِعُ دُونَهَا ، وَايْمُ اللهِ لَوَدِدْتُ أَنَّهَا قَدْ ذَهَبَتْ وَلَمْ أَقُمْ .	1
Q00014	R004457	1	matn	الخيل معقود في نواصيها الخير إلى يوم القيامة	1
Q00014	R004457	2	Ayah	فَبِأَيِّ آلَاءِ رَبِّكُمَا تُكَذِّبَانِ	0
Q00014	R004457	3	matn	إن الله كتب الإحسان على كل شيء	1
Q00350	R004459	1	matn	أَنَّ رَسُولَ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ مَرَّ بِسَعْدٍ ، وَهُوَ يَتَوَضَّأُ ، فَقَالَ : مَا هَذَا السَّرَفُ ؟ فَقَالَ : أَفِي الْوُضُوءِ إِسْرَافٌ ؟ قَالَ : نَعَمْ ، وَإِنْ كُنْتَ عَلَى نَهَرٍ جَارٍ	1
Q00350	R004459	2	Ayah	وَأَوْحَىٰ رَبُّكَ إِلَى النَّحْلِ أَنِ اتَّخِذِي مِنَ الْجِبَالِ بُيُوتًا وَمِنَ الشَّجَرِ وَمِمَّا يَعْرِشُونَ * ثُمَّ كُلِي مِن كُلِّ الثَّمَرَاتِ فَاسْلُكِي سُبُلَ رَبِّكِ ذُلُلًا يَخْرُجُ مِن بُطُونِهَا شَرَابٌ مُخْتَلِفٌ أَلْوَانُهُ فِيهِ شِفَاءٌ لِّلنَّاسِ إِنَّ فِي ذَٰلِكَ لَآيَةً لِّقَوْمٍ يَتَفَكَّرُونَ	0
Q04328	R004465	1	Ayah	وَجَعَلْنَا السَّمَاءَ سَقْفًا مَحْفُوظًا	1
Q04328	R004465	2	Ayah	وَجَعَلْنَا السَّمَاءَ سَقْفًا مَحْفُوظًا	1
Q04328	R004465	3	matn	أَخَذَ رَسُولُ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ بِيَدِي فَقَالَ : خَلَقَ اللهُ عَزَّ وَجَلَّ التُّرْبَةَ يَوْمَ السَّبْتِ ، وَخَلَقَ فِيهَا الْجِبَالَ يَوْمَ الْأَحَدِ ، وَخَلَقَ الشَّجَرَ يَوْمَ الِاثْنَيْنِ ، وَخَلَقَ الْمَكْرُوهَ يَوْمَ الثُّلَاثَاءِ ، وَخَلَقَ النُّورَ يَوْمَ الْأَرْبِعَاءِ ، وَبَثَّ فِيهَا الدَّوَابَّ يَوْمَ الْخَمِيسِ ، وَخَلَقَ آدَمَ عَلَيْهِ السَّلَامُ بَعْدَ الْعَصْرِ مِنْ يَوْمِ الْجُمُعَةِ ، فِي آخِرِ الْخَلْقِ ، فِي آخِرِ سَاعَةٍ مِنْ سَاعَاتِ الْجُمُعَةِ ، فِيمَا بَيْنَ الْعَصْرِ إِلَى اللَّيْلِ .	0
Q04328	R004465	4	Ayah	وَلَقَدْ جَعَلْنَا فِي السَّمَاءِ بُرُوجًا وَزَيَّنَّاهَا لِلنَّاظِرِينَ	0
Q04328	R004465	5	Ayah	وَجَعَلْنَا السَّمَاءَ سَقْفًا مَحْفُوظًا	1
Q01760	R004470	1	matn	لا يحل لامرأة تؤمن بالله واليوم الآخر أن تسافر مسيرة يوم وليلة إلا مع ذي محرم عليها	1
Q03525	R004484	2	matn	كل جسد نبت من سحت فالنار أولى به	1
Q04380	R004486	1	Ayah	والسماء بنيناها بأيد وإنا لموسعون	1
Q05580	R004487	1	Ayah	الَّذِينَ آمَنُوا اتَّقُوا اللَّهَ وَذَرُوا مَا بَقِيَ مِنَ الرِّبَا إِن كُنتُم مُّؤْمِنِينَ * فَإِن لَّمْ تَفْعَلُوا فَأْذَنُوا بِحَرْبٍ مِّنَ اللَّهِ وَرَسُولِهِ وَإِن تُبْتُمْ فَلَكُمْ رُؤُوسُ أَمْوَالِكُمْ لَا تَظْلِمُونَ وَلَا تُظْلَمُونَ	1
Q05580	R004487	2	matn	لَعَنَ رَسُولُ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ آكِلَ الرِّبَا وَمُؤْكِلَهُ ، وَكَاتِبَهُ وَشَاهِدَيْهِ ، وَقَالَ : هُمْ سَوَاءٌ	1
Q05580	R004487	3	matn	"اجتنبوا السبع الموبقات"". قالوا: يا رسول الله وما هن؟ قال: ""الشرك بالله، والسحر، وقتل النفس التي حرم الله إلا بالحق، وأكل الربا، وأكل مال اليتيم، والتولي يوم الزحف، وقذف المحصنات الغافلات المؤمنات"	1
Q01135	R004499	1	Ayah	وَيَقُولُونَ مَتَىٰ هَـٰذَا الْوَعْدُ إِنْ كُنْتُمْ صَادِقِينَ	0
Q01135	R004499	2	matn	مَنِ ادَّعَى إِلَى غَيْرِ أَبِيهِ ، أَوِ انْتَمَى إِلَى غَيْرِ مَوَالِيهِ فَعَلَيْهِ لَعْنَةُ اللهِ الْمُتَتَابِعَةُ إِلَى يَوْمِ الْقِيَامَةِ .	0
Q01135	R004499	3	Ayah	نِسَاؤُكُمْ حَرْثٌ لَكُمْ فَأْتُوا حَرْثَكُمْ أَنَّىٰ شِئْتُمْ ۖ وَقَدِّمُوا لِأَنْفُسِكُمْ ۚ وَاتَّقُوا اللَّهَ وَاعْلَمُوا أَنَّكُمْ مُلَاقُوهُ ۗ وَبَشِّرِ الْمُؤْمِنِينَ	1
Q01135	R004499	4	matn	إنما الأعمال بالنيات، وإنما لكل امرئ ما نوى	0
Q07998	R004504	1	Ayah	وَيَسْـَٔلُونَكَ عَنِ ٱلرُّوحِ	1
Q07998	R004504	2	matn	إِنَّ اللهَ كَتَبَ كِتَابًا قَبْلَ أَنْ يَخْلُقَ السَّمَاوَاتِ وَالْأَرْضَ بِأَلْفَيْ عَامٍ ، أَنْزَلَ مِنْهُ آيَتَيْنِ خَتَمَ بِهِمَا سُورَةَ الْبَقَرَةِ ، وَلَا يُقْرَآنِ فِي دَارٍ ثَلَاثَ لَيَالٍ فَيَقْرَبُهَا شَيْطَانٌ	0
Q03989	R004507	1	Ayah	يُرِيدُ اللَّهُ بِكُمُ الْيُسْرَ وَلَا يُرِيدُ بِكُمُ الْعُسْرَ	1
Q03989	R004507	2	matn	إن الدين يسر، ولن يشاد الدين أحد إلا غلبه	1
Q03989	R004507	3	matn	يسروا ولا تعسروا، وبشروا ولا تنفروا	1
Q06835	R004508	1	Ayah	وَيَرَى الَّذِينَ أُوتُوا الْعِلْمَ الَّذِي أُنْزِلَ إِلَيْكَ مِنْ رَبِّكَ هُوَ الْحَقَّ وَيَهْدِي إِلَىٰ صِرَاطِ الْعَزِيزِ الْحَمِيدِ	0
Q06835	R004508	2	Ayah	وَيَسْأَلُونَكَ عَنِ الْمَحِيضِ ۖ قُلْ هُوَ أَذًى فَاعْتَزِلُوا النِّسَاءَ فِي الْمَحِيضِ ۖ وَلَا تَقْرَبُوهُنَّ حَتَّىٰ يَطْهُرْنَ ۖ فَإِذَا تَطَهَّرْنَ فَأْتُوهُنَّ مِنْ حَيْثُ أَمَرَكُمُ اللَّهُ ۚ إِنَّ اللَّهَ يُحِبُّ التَّوَّابِينَ وَيُحِبُّ الْمُتَطَهِّرِينَ	0
Q06835	R004508	3	matn	لَا تَذْهَبُ الدُّنْيَا حَتَّى يَمْلِكَ الْعَرَبَ رَجُلٌ مِنْ أَهْلِ بَيْتِي يُوَاطِئُ اسْمُهُ اسْمِي	0
Q06835	R004508	4	Ayah	وَأَوْفُوا الْكَيْلَ إِذَا كِلْتُمْ وَزِنُوا بِالْقِسْطَاسِ الْمُسْتَقِيمِ ۚ ذَٰلِكَ خَيْرٌ وَأَحْسَنُ تَأْوِيلًا	0
