Response_ID	Annotation_ID	Segment_Type	Label
R000840	3	claimed_source	incorrect
R000840	4	Ayah	correct
R000840	4	claimed_source	correct
R000841	1	Ayah	incorrect
R000841	1	claimed_source	correct
R000841	2	Ayah	incorrect
R000841	3	matn	incorrect
R000841	4	matn	incorrect
R000842	1	Ayah	incorrect
R000842	2	Ayah	incorrect
R000842	3	matn	incorrect
R000843	1	Ayah	incorrect
R000843	2	matn	incorrect
R000844	1	matn	incorrect
R000845	1	Ayah	correct
R000845	1	claimed_source	correct
R000845	2	matn	incorrect
R000846	1	Ayah	incorrect
R000846	2	Ayah	incorrect
R000846	2	claimed_source	incorrect
R000846	3	matn	incorrect
R000846	4	Ayah	incorrect
R000847	1	Ayah	incorrect
R000847	2	matn	incorrect
R000849	1	Ayah	correct
R000849	1	claimed_source	correct
R000849	2	matn	incorrect
R000849	3	matn	incorrect
R000850	1	Ayah	incorrect
R000850	2	matn	incorrect
R000851	1	matn	incorrect
R000853	1	matn	incorrect
R000853	2	Ayah	correct
R000853	2	claimed_source	incorrect
R000854	1	matn	incorrect
R000854	2	Ayah	incorrect
R000854	3	Ayah	incorrect
R000854	4	matn	incorrect
R000855	1	Ayah	correct
R000855	1	claimed_source	incorrect
R000855	2	matn	correct
R000855	2	claimed_source	correct
R000855	3	matn	correct
R000855	3	claimed_source	incorrect
R000856	1	Ayah	correct
R000856	1	claimed_source	correct
R000856	2	matn	incorrect
R000857	1	Ayah	incorrect
R000857	2	matn	incorrect
R000857	3	matn	incorrect
R000857	4	Ayah	incorrect
R000858	1	Ayah	incorrect
R000858	2	matn	incorrect
R000860	1	Ayah	incorrect
R000860	2	matn	incorrect
R000861	1	matn	incorrect
R000861	2	Ayah	correct
R000861	2	claimed_source	correct
R000861	3	Ayah	correct
R000862	1	Ayah	incorrect
R000862	2	Ayah	incorrect
R000862	3	matn	incorrect
R000865	1	Ayah	correct
R000865	1	claimed_source	incorrect
R000865	2	matn	incorrect
R000865	3	Ayah	correct
R000865	3	claimed_source	correct
R000865	4	Ayah	correct
R000865	4	claimed_source	incorrect
R000866	1	Ayah	incorrect
R000866	2	Ayah	incorrect
R000866	3	Ayah	incorrect
R000866	4	matn	incorrect
R000866	5	Ayah	incorrect
R000866	6	Ayah	incorrect
R000866	7	Ayah	incorrect
R000866	8	Ayah	incorrect
R000868	1	Ayah	incorrect
R000868	2	Ayah	incorrect
R000870	1	Ayah	incorrect
R000870	2	matn	incorrect
R000870	3	Ayah	incorrect
R000870	3	claimed_source	incorrect
R000870	4	matn	incorrect
R000870	5	Ayah	correct
R000870	5	claimed_source	incorrect
R000870	6	matn	incorrect
R000872	1	Ayah	incorrect
R000872	2	Ayah	incorrect
R000872	3	Ayah	correct
R000872	3	claimed_source	correct
R000872	4	matn	incorrect
R000872	5	matn	incorrect
R000873	1	Ayah	incorrect
R000874	1	Ayah	incorrect
R000874	2	Ayah	incorrect
R000874	3	matn	incorrect
R000874	4	Ayah	incorrect
R000874	5	matn	incorrect
R000874	6	Ayah	incorrect
R000875	1	matn	correct
R000875	1	claimed_source	correct
R000875	2	matn	correct
R000875	2	claimed_source	correct
R000875	3	matn	correct
R000875	3	claimed_source	correct
R000875	4	Ayah	correct
R000875	4	claimed_source	correct
R000875	5	matn	correct
R000875	5	claimed_source	correct
R000875	6	matn	incorrect
R000875	7	matn	correct
R000875	7	isnad	correct
R000875	7	claimed_source	correct
R000875	8	matn	correct
R000875	8	isnad	correct
R000875	8	claimed_source	correct
R000875	9	matn	correct
R000875	9	isnad	incorrect
R000875	9	claimed_source	correct
R000876	1	Ayah	incorrect
R000876	2	matn	incorrect
R000877	1	Ayah	correct
R000877	1	claimed_source	correct
R000877	2	matn	correct
R000877	2	isnad	incorrect
R000877	2	claimed_source	correct
R000877	3	Ayah	correct
R000877	3	claimed_source	incorrect
R000877	4	matn	correct
R000877	4	isnad	correct
R000877	4	claimed_source	incorrect
R000878	1	Ayah	correct
R000878	1	claimed_source	correct
R000878	2	Ayah	correct
R000878	2	claimed_source	correct
R000878	3	matn	correct
R000878	3	isnad	correct
R000878	3	claimed_source	correct
R000878	4	Ayah	correct
R000878	4	claimed_source	correct
R000878	5	matn	correct
R000878	5	isnad	correct
R000878	5	claimed_source	correct
R000878	6	Ayah	correct
R000878	6	claimed_source	correct
R000879	1	Ayah	correct
R000879	1	claimed_source	correct
R000879	2	matn	correct
R000879	2	isnad	correct
R000879	2	claimed_source	correct
R000879	3	Ayah	correct
R000879	3	claimed_source	correct
R000882	1	Ayah	incorrect
R000883	1	matn	incorrect
R000884	1	Ayah	incorrect
R000884	2	matn	incorrect
R000885	1	Ayah	incorrect
R000885	2	Ayah	incorrect
R000885	3	matn	correct
R000885	3	claimed_source	incorrect
R000886	1	matn	incorrect
R000887	1	Ayah	incorrect
R000887	2	matn	incorrect
R000891	1	Ayah	incorrect
R000891	2	Ayah	incorrect
R000891	2	claimed_source	correct
R000891	3	matn	incorrect
R000891	4	matn	incorrect
R000892	1	matn	incorrect
R000892	2	matn	incorrect
R000892	3	matn	incorrect
R000892	4	matn	incorrect
R000892	5	matn	incorrect
R000893	1	Ayah	incorrect
R000893	2	Ayah	incorrect
R000893	3	Ayah	incorrect
R000893	4	Ayah	incorrect
R000893	5	Ayah	incorrect
R000893	6	matn	incorrect
R000894	1	Ayah	incorrect
R000894	2	matn	incorrect
R000895	1	matn	incorrect
R000896	1	matn	incorrect
R000897	1	matn	incorrect
R000899	1	matn	correct
R000899	2	Ayah	correct
R000899	2	claimed_source	incorrect
R000901	1	Ayah	incorrect
R000901	2	matn	incorrect
R000902	1	matn	incorrect
R000902	2	Ayah	incorrect
R000903	1	Ayah	incorrect
R000903	1	claimed_source	correct
R000903	2	Ayah	incorrect
R000903	3	matn	incorrect
R000904	1	Ayah	correct
R000904	1	claimed_source	incorrect
R000904	2	matn	correct
R000904	2	claimed_source	correct
R000905	1	Ayah	correct
R000905	1	claimed_source	correct
R000905	2	Ayah	correct
R000905	2	claimed_source	correct
R000905	3	matn	incorrect
R000905	4	matn	incorrect
R000907	1	Ayah	correct
R000907	1	claimed_source	correct
R000907	2	Ayah	correct
R000907	2	claimed_source	correct
R000907	3	Ayah	correct
R000907	3	claimed_source	correct
R000907	4	matn	incorrect
R000907	5	Ayah	correct
R000907	5	claimed_source	correct
R000907	6	Ayah	correct
R000907	6	claimed_source	incorrect
R000908	1	Ayah	correct
R000908	1	claimed_source	correct
R000908	2	Ayah	correct
R000908	2	claimed_source	correct
R000908	3	matn	correct
R000908	3	claimed_source	correct
R000908	4	matn	correct
R000908	4	claimed_source	incorrect
R000908	5	Ayah	incorrect
R000908	5	claimed_source	incorrect
R000908	6	Ayah	correct
R000908	6	claimed_source	incorrect
R000909	1	Ayah	correct
R000909	1	claimed_source	correct
R000909	2	matn	incorrect
R000909	3	Ayah	correct
R000909	3	claimed_source	correct
R000910	1	Ayah	incorrect
R000910	2	Ayah	incorrect
R000910	3	Ayah	incorrect
R000910	4	Ayah	incorrect
R000911	1	Ayah	incorrect
R000911	1	claimed_source	correct
R000911	2	matn	incorrect
R000911	3	matn	incorrect
R000911	4	matn	incorrect
R000912	1	Ayah	incorrect
R000912	2	matn	incorrect
R000914	1	matn	correct
R000914	2	Ayah	correct
R000914	2	claimed_source	correct
R000915	1	matn	correct
R000915	1	claimed_source	incorrect
R000915	2	matn	correct
R000915	2	claimed_source	incorrect
R000916	1	Ayah	incorrect
R000916	1	claimed_source	correct
R000916	2	Ayah	correct
R000916	2	claimed_source	correct
R000916	3	matn	correct
R000916	3	claimed_source	correct
R000917	1	matn	incorrect
R000917	2	Ayah	incorrect
R000917	3	matn	incorrect
R000917	4	matn	incorrect
R000920	1	matn	incorrect
R000920	2	matn	incorrect
R000921	1	Ayah	incorrect
R000921	2	matn	incorrect
R000923	1	Ayah	incorrect
R000923	2	Ayah	incorrect
R000923	3	Ayah	incorrect
R000923	3	claimed_source	correct
R000923	4	matn	incorrect
R000923	5	Ayah	incorrect
R000923	5	claimed_source	incorrect
R000924	1	matn	incorrect
R000924	2	matn	incorrect
R000924	3	Ayah	correct
R000924	3	claimed_source	incorrect
R000925	1	Ayah	incorrect
R000925	2	matn	incorrect
R000925	3	Ayah	incorrect
R000925	3	claimed_source	incorrect
R000925	4	matn	incorrect
R000926	1	matn	incorrect
R000926	2	matn	incorrect
R000927	1	Ayah	correct
R000927	1	claimed_source	correct
R000927	2	Ayah	correct
R000927	2	claimed_source	incorrect
R000927	3	matn	correct
R000927	3	isnad	correct
R000927	3	claimed_source	correct
R000928	1	Ayah	incorrect
R000929	1	Ayah	incorrect
R000929	2	matn	incorrect
R000930	1	matn	incorrect
R000930	2	Ayah	incorrect
R000931	1	matn	incorrect
R000931	2	Ayah	incorrect
R000931	3	matn	incorrect
R000932	1	Ayah	correct
R000932	1	claimed_source	incorrect
R000932	2	matn	incorrect
R000933	1	Ayah	correct
R000933	1	claimed_source	correct
R000933	2	matn	incorrect
R000934	1	Ayah	correct
R000934	1	claimed_source	correct
R000934	2	matn	incorrect
R000934	3	matn	correct
R000934	3	claimed_source	correct
R000935	1	matn	incorrect
R000935	2	matn	incorrect
R000936	1	Ayah	incorrect
R000936	2	Ayah	incorrect
R000936	3	Ayah	incorrect
R000936	4	matn	incorrect
R000936	5	matn	incorrect
R000936	6	Ayah	incorrect
R000936	7	Ayah	incorrect
R000937	1	Ayah	incorrect
R000937	2	matn	incorrect
R000937	3	matn	incorrect
R000937	4	matn	incorrect
R000937	5	matn	incorrect
R000938	1	matn	correct
R000938	2	matn	correct
R000938	3	Ayah	incorrect
R000938	4	Ayah	incorrect
R000938	5	matn	correct
R000938	5	isnad	correct
R000938	5	claimed_source	incorrect
R000938	6	Ayah	incorrect
R000938	7	matn	correct
R000938	7	isnad	correct
R000938	7	claimed_source	incorrect
R000938	8	matn	correct
R000939	1	Ayah	correct
R000939	1	claimed_source	correct
R000939	2	matn	correct
R000939	2	claimed_source	correct
R000939	3	Ayah	correct
R000939	3	claimed_source	correct
R000940	1	Ayah	incorrect
R000940	1	claimed_source	correct
R000941	1	Ayah	incorrect
R000942	1	Ayah	correct
R000942	2	Ayah	correct
R000944	1	Ayah	correct
R000944	1	claimed_source	correct
R000944	2	matn	incorrect
R000945	1	Ayah	correct
R000945	1	claimed_source	incorrect
R000945	2	matn	correct
R000945	2	claimed_source	correct
R000945	3	matn	correct
R000945	3	claimed_source	correct
R000947	1	Ayah	incorrect
R000947	2	matn	correct
R000950	1	Ayah	incorrect
R000950	2	Ayah	incorrect
R000950	3	Ayah	incorrect
R000950	4	Ayah	incorrect
R000950	5	matn	incorrect
R000950	6	matn	incorrect
R000950	7	matn	incorrect
R000951	1	Ayah	incorrect
R000951	2	matn	incorrect
R000952	1	Ayah	incorrect
R000952	1	claimed_source	correct
R000952	2	Ayah	incorrect
R000952	3	matn	incorrect
R000955	1	Ayah	incorrect
R000955	2	matn	incorrect
R000956	1	Ayah	incorrect
R000956	2	matn	incorrect
R000957	1	Ayah	correct
R000957	1	claimed_source	correct
R000957	2	Ayah	incorrect
R000957	3	Ayah	correct
R000957	3	claimed_source	correct
R000957	4	matn	incorrect
R000957	5	Ayah	incorrect
R000957	6	Ayah	correct
R000957	6	claimed_source	correct
R000958	1	matn	incorrect
R000958	2	Ayah	incorrect
R000958	3	Ayah	incorrect
R000958	4	matn	incorrect
R000959	1	Ayah	correct
R000959	1	claimed_source	correct
R000959	2	Ayah	correct
R000959	2	claimed_source	correct
R000959	3	matn	correct
R000959	3	claimed_source	correct
R000961	1	Ayah	correct
R000961	1	claimed_source	correct
R000961	2	matn	incorrect
R000961	3	matn	incorrect
R000962	1	Ayah	incorrect
R000962	2	matn	incorrect
R000962	3	matn	incorrect
R000963	1	Ayah	incorrect
R000963	2	matn	incorrect
R000966	1	matn	incorrect
R000966	2	matn	incorrect
R000966	3	Ayah	incorrect
R000966	4	matn	incorrect
R000966	5	matn	incorrect
R000966	6	Ayah	incorrect
R000967	1	Ayah	correct
R000967	1	claimed_source	correct
R000967	2	matn	correct
R000967	2	claimed_source	correct
R000968	1	Ayah	correct
R000968	1	claimed_source	incorrect
R000968	2	Ayah	incorrect
R000968	3	matn	incorrect
R000970	1	Ayah	correct
R000970	1	claimed_source	correct
R000970	2	matn	incorrect
R000971	1	Ayah	incorrect
R000971	2	matn	incorrect
R000972	1	Ayah	incorrect
R000972	2	matn	incorrect
R000973	1	Ayah	incorrect
R000973	1	claimed_source	correct
R000975	1	Ayah	incorrect
R000975	2	matn	correct
R000975	2	claimed_source	incorrect
R000975	3	Ayah	incorrect
R000976	1	Ayah	incorrect
R000976	2	matn	incorrect
R000978	1	Ayah	correct
R000978	1	claimed_source	incorrect
R000978	2	matn	incorrect
R000978	3	matn	incorrect
R000982	1	Ayah	incorrect
R000982	2	matn	incorrect
R000984	1	Ayah	incorrect
R000984	2	Ayah	incorrect
R000984	3	matn	incorrect
R000985	1	Ayah	incorrect
R000985	2	matn	incorrect
R000987	1	Ayah	correct
R000987	1	claimed_source	correct
R000987	2	matn	correct
R000987	2	isnad	incorrect
R000987	2	claimed_source	correct
R000987	3	Ayah	correct
R000987	3	claimed_source	correct
R000987	4	matn	incorrect
R000988	1	matn	incorrect
R000990	1	Ayah	incorrect
R000992	1	Ayah	correct
R000992	1	claimed_source	incorrect
R000992	2	matn	correct
R000992	2	claimed_source	correct
R000992	3	matn	correct
R000992	3	claimed_source	correct
R000993	1	matn	incorrect
R000994	1	Ayah	incorrect
R000994	2	Ayah	incorrect
R000994	3	matn	incorrect
R000995	1	Ayah	incorrect
R000995	2	matn	incorrect
R000996	1	Ayah	correct
R000996	1	claimed_source	correct
R000996	2	matn	correct
R000996	2	claimed_source	correct
R001001	1	Ayah	incorrect
R001001	1	claimed_source	correct
R001001	2	Ayah	incorrect
R001001	3	matn	incorrect
R001002	1	matn	incorrect
R001003	1	Ayah	incorrect
R001003	2	matn	incorrect
R001005	1	matn	incorrect
R001005	2	Ayah	incorrect
R001011	1	Ayah	correct
R001011	1	claimed_source	incorrect
R001011	2	Ayah	correct
R001011	2	claimed_source	incorrect
R001011	3	matn	correct
R001011	3	isnad	correct
R001011	3	claimed_source	correct
R001011	4	matn	correct
R001011	4	claimed_source	correct
R001012	1	Ayah	correct
R001012	1	claimed_source	correct
R001012	2	matn	incorrect
R001014	1	Ayah	incorrect
R001014	2	matn	incorrect
R001014	3	Ayah	incorrect
R001014	4	Ayah	incorrect
R001014	5	matn	incorrect
R001014	6	matn	incorrect
R001014	7	Ayah	incorrect
R001014	8	matn	incorrect
R001016	1	Ayah	incorrect
R001016	2	matn	incorrect
R001016	3	Ayah	incorrect
R001016	4	matn	incorrect
R001019	1	Ayah	incorrect
R001019	2	Ayah	incorrect
R001019	3	Ayah	incorrect
R001019	4	Ayah	correct
R001019	4	claimed_source	correct
R001019	5	Ayah	incorrect
R001019	6	Ayah	correct
R001019	6	claimed_source	correct
R001020	1	Ayah	correct
R001020	1	claimed_source	correct
R001020	2	matn	correct
R001020	2	claimed_source	correct
R001021	1	Ayah	correct
R001021	1	claimed_source	correct
R001022	1	Ayah	incorrect
R001022	2	matn	incorrect
R001022	3	Ayah	incorrect
R001022	4	matn	incorrect
R001022	5	Ayah	incorrect
R001025	1	Ayah	incorrect
R001025	2	matn	incorrect
R001026	1	Ayah	incorrect
R001026	2	Ayah	incorrect
R001028	1	Ayah	correct
R001028	1	claimed_source	correct
R001028	2	matn	correct
R001028	2	isnad	correct
R001028	2	claimed_source	correct
R001029	1	Ayah	incorrect
R001029	2	matn	incorrect
R001031	1	Ayah	incorrect
R001031	2	matn	incorrect
R001031	3	matn	incorrect
R001033	1	Ayah	incorrect
R001033	1	claimed_source	correct
R001033	2	matn	correct
R001033	2	claimed_source	incorrect
R001034	1	Ayah	correct
R001034	1	claimed_source	correct
R001034	2	matn	correct
R001034	2	claimed_source	correct
R001034	3	Ayah	correct
R001034	3	claimed_source	correct
R001034	4	Ayah	correct
R001034	4	claimed_source	correct
R001035	1	Ayah	correct
R001035	1	claimed_source	correct
R001035	2	matn	incorrect
R001035	3	matn	incorrect
R001037	1	Ayah	incorrect
R001037	2	matn	incorrect
R001038	1	Ayah	incorrect
R001038	2	matn	incorrect
R001040	1	Ayah	correct
R001040	1	claimed_source	correct
R001040	2	matn	incorrect
R001040	3	Ayah	correct
R001040	3	claimed_source	correct
R001041	1	Ayah	incorrect
R001041	2	Ayah	incorrect
R001041	3	Ayah	incorrect
R001041	3	claimed_source	correct
R001041	4	matn	incorrect
R001041	5	matn	incorrect
R001041	6	matn	incorrect
R001042	1	Ayah	correct
R001042	1	claimed_source	correct
R001042	2	matn	correct
R001042	2	isnad	correct
R001042	2	claimed_source	incorrect
R001043	1	matn	incorrect
R001044	1	Ayah	incorrect
R001044	2	matn	incorrect
R001045	1	matn	incorrect
R001045	2	matn	incorrect
R001045	3	matn	incorrect
R001048	1	Ayah	incorrect
R001048	1	claimed_source	correct
R001048	2	matn	incorrect
R001049	1	matn	incorrect
R001049	2	matn	incorrect
R001049	3	matn	incorrect
R001050	1	Ayah	incorrect
R001051	1	Ayah	incorrect
R001051	2	matn	incorrect
R001052	1	Ayah	correct
R001052	1	claimed_source	incorrect
R001052	2	matn	incorrect
R001052	3	Ayah	correct
R001052	3	claimed_source	correct
R001052	4	matn	incorrect
R001052	5	Ayah	correct
R001052	5	claimed_source	incorrect
R001052	6	matn	incorrect
R001052	7	Ayah	correct
R001052	7	claimed_source	correct
R001052	8	matn	incorrect
R001054	1	Ayah	incorrect
R001055	1	Ayah	incorrect
R001055	2	matn	incorrect
R001056	1	Ayah	incorrect
R001056	2	Ayah	incorrect
R001056	3	matn	incorrect
R001057	1	Ayah	correct
R001057	1	claimed_source	correct
R001058	1	Ayah	correct
R001058	1	claimed_source	correct
R001058	2	matn	correct
R001058	2	isnad	correct
R001058	2	claimed_source	correct
R001058	3	matn	incorrect
R001058	4	Ayah	correct
R001058	4	claimed_source	correct
R001059	1	Ayah	correct
R001059	1	claimed_source	incorrect
R001059	2	matn	incorrect
R001060	1	Ayah	incorrect
R001060	1	claimed_source	correct
R001062	1	Ayah	incorrect
R001062	2	matn	incorrect
R001064	1	Ayah	incorrect
R001064	2	matn	incorrect
R001064	3	matn	incorrect
R001064	4	Ayah	incorrect
R001064	5	matn	incorrect
R001064	6	Ayah	incorrect
R001064	7	matn	incorrect
R001065	1	Ayah	incorrect
R001065	2	matn	incorrect
R001065	3	matn	incorrect
R001066	1	matn	incorrect
R001066	2	Ayah	incorrect
R001066	3	Ayah	incorrect
R001067	1	Ayah	correct
R001067	1	claimed_source	correct
R001067	2	Ayah	correct
R001067	2	claimed_source	correct
R001067	3	matn	correct
R001067	3	claimed_source	correct
R001067	4	matn	incorrect
R001067	5	Ayah	correct
R001067	5	claimed_source	correct
R001068	1	Ayah	correct
R001068	1	claimed_source	correct
R001068	2	matn	correct
R001068	2	claimed_source	correct
R001068	3	matn	correct
R001068	3	claimed_source	correct
R001068	4	Ayah	incorrect
R001068	4	claimed_source	incorrect
R001069	1	Ayah	correct
R001069	1	claimed_source	correct
R001069	2	Ayah	incorrect
R001070	1	Ayah	correct
R001070	1	claimed_source	incorrect
R001070	2	matn	correct
R001070	2	isnad	correct
R001070	2	claimed_source	incorrect
R001071	1	matn	correct
R001071	1	claimed_source	incorrect
R001071	2	matn	correct
R001071	2	claimed_source	correct
R001071	3	matn	incorrect
R001074	1	Ayah	correct
R001074	1	claimed_source	correct
R001074	2	matn	incorrect
R001077	1	Ayah	correct
R001077	1	claimed_source	correct
R001077	2	matn	correct
R001077	2	isnad	incorrect
R001077	2	claimed_source	incorrect
R001079	1	Ayah	correct
R001079	2	Ayah	correct
R001079	2	claimed_source	incorrect
R001080	1	Ayah	incorrect
R001080	1	claimed_source	incorrect
R001080	2	matn	incorrect
R001084	1	Ayah	correct
R001084	1	claimed_source	incorrect
R001084	2	matn	incorrect
R001085	1	matn	incorrect
R001085	2	Ayah	incorrect
R001085	2	claimed_source	incorrect
R001085	3	Ayah	incorrect
R001085	3	claimed_source	incorrect
R001085	4	matn	incorrect
R001085	5	matn	incorrect
R001086	1	Ayah	incorrect
R001087	1	Ayah	incorrect
R001087	2	matn	incorrect
R001088	1	matn	incorrect
R001089	1	Ayah	incorrect
R001089	2	Ayah	incorrect
R001089	3	matn	incorrect
R001089	4	Ayah	incorrect
R001090	1	Ayah	incorrect
R001090	2	Ayah	incorrect
R001090	3	matn	incorrect
R001090	4	matn	incorrect
R001092	1	Ayah	incorrect
R001092	2	Ayah	incorrect
R001092	3	matn	incorrect
R001092	4	matn	incorrect
R001093	1	Ayah	incorrect
R001093	2	Ayah	correct
R001093	2	claimed_source	correct
R001093	3	matn	incorrect
R001093	4	matn	incorrect
R001093	5	Ayah	incorrect
R001093	5	claimed_source	correct
R001093	6	matn	incorrect
R001094	1	Ayah	incorrect
R001094	1	claimed_source	correct
R001094	2	Ayah	incorrect
R001094	3	matn	incorrect
R001094	4	matn	incorrect
R001094	5	matn	incorrect
R001095	1	Ayah	incorrect
R001095	2	Ayah	incorrect
R001096	1	Ayah	correct
R001096	1	claimed_source	correct
R001096	2	Ayah	correct
R001096	2	claimed_source	correct
R001096	3	matn	incorrect
R001097	1	Ayah	incorrect
R001097	2	matn	incorrect
R001097	3	matn	incorrect
R001098	1	Ayah	incorrect
R001098	2	Ayah	incorrect
R001098	3	Ayah	incorrect
R001098	4	matn	incorrect
R001100	1	Ayah	incorrect
R001100	2	matn	incorrect
R001100	3	matn	incorrect
R001100	4	matn	incorrect
R001101	1	matn	incorrect
R001101	2	Ayah	incorrect
R001102	1	Ayah	incorrect
R001102	1	claimed_source	incorrect
R001102	2	Ayah	incorrect
R001102	2	claimed_source	incorrect
R001102	3	matn	incorrect
R001102	4	matn	incorrect
R001102	5	matn	incorrect
R001103	1	matn	incorrect
R001103	2	Ayah	correct
R001103	2	claimed_source	correct
R001103	3	Ayah	correct
R001103	3	claimed_source	correct
R001104	1	Ayah	incorrect
R001104	2	Ayah	incorrect
R001104	3	matn	incorrect
R001104	4	matn	incorrect
R001106	1	Ayah	incorrect
R001106	2	matn	incorrect
R001107	1	Ayah	incorrect
R001107	2	matn	incorrect
R001108	1	Ayah	incorrect
R001108	2	matn	correct
R001108	2	claimed_source	correct
R001108	3	matn	correct
R001108	3	claimed_source	correct
R001111	1	matn	incorrect
R001111	2	matn	incorrect
R001112	1	Ayah	correct
R001112	1	claimed_source	correct
R001112	2	Ayah	incorrect
R001112	2	claimed_source	correct
R001114	1	matn	incorrect
R001114	2	matn	incorrect
R001114	3	matn	incorrect
R001114	4	matn	incorrect
R001117	1	Ayah	incorrect
R001117	2	matn	incorrect
R001118	1	Ayah	incorrect
R001118	1	claimed_source	incorrect
R001118	2	matn	incorrect
R001119	1	Ayah	incorrect
R001119	2	matn	incorrect
R001119	3	Ayah	incorrect
R001120	1	Ayah	incorrect
R001120	2	matn	incorrect
R001122	1	Ayah	incorrect
R001122	1	claimed_source	incorrect
R001122	2	matn	incorrect
R001123	1	Ayah	incorrect
R001123	2	matn	incorrect
R001125	1	Ayah	incorrect
R001125	1	claimed_source	incorrect
R001125	2	matn	incorrect
R001125	3	matn	incorrect
R001125	4	matn	incorrect
R001125	5	Ayah	incorrect
R001126	1	Ayah	correct
R001126	1	claimed_source	incorrect
R001126	2	Ayah	incorrect
R001126	2	claimed_source	correct
R001126	3	Ayah	correct
R001126	3	claimed_source	incorrect
R001127	1	Ayah	correct
R001127	1	claimed_source	incorrect
R001127	2	Ayah	correct
R001127	2	claimed_source	incorrect
R001127	3	Ayah	correct
R001127	3	claimed_source	incorrect
R001129	1	Ayah	incorrect
R001129	2	matn	incorrect
R001131	1	matn	correct
R001131	1	claimed_source	correct
R001131	2	matn	correct
R001131	2	claimed_source	correct
R001132	1	Ayah	incorrect
R001132	2	matn	incorrect
R001133	1	Ayah	correct
R001134	1	Ayah	incorrect
R001134	2	matn	incorrect
R001135	1	Ayah	correct
R001135	1	claimed_source	correct
R001135	2	matn	incorrect
R001136	1	Ayah	correct
R001136	1	claimed_source	correct
R001136	2	matn	incorrect
R001137	1	Ayah	correct
R001137	1	claimed_source	correct
R001137	2	matn	correct
R001137	2	claimed_source	correct
R001139	1	matn	incorrect
R001139	2	matn	incorrect
R001139	3	matn	incorrect
R001140	1	Ayah	incorrect
R001140	2	Ayah	incorrect
R001140	3	matn	incorrect
R001140	4	matn	incorrect
R001142	1	Ayah	incorrect
R001142	1	claimed_source	incorrect
R001142	2	matn	incorrect
R001142	3	matn	incorrect
R001142	4	matn	incorrect
R001142	5	Ayah	incorrect
R001143	1	Ayah	correct
R001143	1	claimed_source	incorrect
R001143	2	matn	correct
R001143	2	isnad	incorrect
R001143	2	claimed_source	correct
R001146	1	Ayah	correct
R001146	1	claimed_source	correct
R001146	2	matn	incorrect
R001147	1	Ayah	incorrect
R001147	2	matn	incorrect
R001148	1	Ayah	incorrect
R001148	2	Ayah	incorrect
R001148	3	matn	incorrect
R001149	1	Ayah	correct
R001149	1	claimed_source	incorrect
R001149	2	Ayah	correct
R001149	2	claimed_source	incorrect
R001149	3	matn	correct
R001149	3	isnad	incorrect
R001149	3	claimed_source	incorrect
R001150	1	Ayah	correct
R001150	1	claimed_source	correct
R001150	2	matn	correct
R001150	2	claimed_source	correct
R001151	1	Ayah	correct
R001151	1	claimed_source	incorrect
R001151	2	matn	incorrect
R001152	1	matn	incorrect
R001152	2	Ayah	correct
R001152	2	claimed_source	incorrect
R001155	1	matn	incorrect
R001159	1	Ayah	correct
R001159	1	claimed_source	correct
R001159	2	matn	correct
R001159	2	claimed_source	correct
R001160	1	Ayah	correct
R001160	1	claimed_source	correct
R001160	2	matn	correct
R001160	2	claimed_source	incorrect
R001160	3	matn	correct
R001160	3	claimed_source	correct
R001161	1	Ayah	incorrect
R001161	1	claimed_source	incorrect
R001161	2	matn	correct
R001161	2	claimed_source	correct
R001163	1	Ayah	incorrect
R001163	2	matn	incorrect
R001163	3	matn	incorrect
R001165	1	Ayah	correct
R001165	1	claimed_source	correct
R001165	2	matn	correct
R001165	2	isnad	correct
R001165	2	claimed_source	correct
R001168	1	Ayah	incorrect
R001168	2	matn	incorrect
R001168	3	Ayah	incorrect
R001168	4	matn	incorrect
R001168	5	Ayah	incorrect
R001169	1	Ayah	correct
R001169	1	claimed_source	incorrect
R001169	2	matn	correct
R001169	2	claimed_source	incorrect
R001170	1	Ayah	correct
R001170	1	claimed_source	correct
R001170	2	Ayah	correct
R001170	2	claimed_source	correct
R001170	3	matn	correct
R001170	3	claimed_source	correct
R001170	4	Ayah	correct
R001170	4	claimed_source	correct
R001170	5	matn	correct
R001170	5	claimed_source	correct
R001171	1	Ayah	correct
R001171	1	claimed_source	correct
R001171	2	Ayah	correct
R001171	2	claimed_source	correct
R001171	3	Ayah	incorrect
R001171	3	claimed_source	correct
R001171	4	matn	incorrect
R001171	5	matn	correct
R001171	5	claimed_source	correct
R001171	6	matn	incorrect
R001172	1	Ayah	correct
R001172	1	claimed_source	correct
R001172	2	Ayah	incorrect
R001172	3	Ayah	incorrect
R001172	4	Ayah	correct
R001172	4	claimed_source	correct
R001172	5	Ayah	incorrect
R001172	6	Ayah	incorrect
R001172	7	Ayah	correct
R001172	7	claimed_source	correct
R001173	1	matn	incorrect
R001173	2	matn	correct
R001173	2	isnad	correct
R001173	2	claimed_source	incorrect
R001173	3	matn	correct
R001173	3	isnad	correct
R001173	3	claimed_source	correct
R001173	4	matn	incorrect
R001173	5	matn	correct
R001173	5	isnad	incorrect
R001173	5	claimed_source	correct
R001174	1	Ayah	incorrect
R001174	1	claimed_source	incorrect
R001174	2	Ayah	incorrect
R001174	3	matn	incorrect
R001174	4	Ayah	incorrect
R001174	5	matn	incorrect
