Response_ID	Annotation_ID	Segment_Type	Span_Start	Span_End
R001173	4	matn	616	641
R001173	5	matn	899	922
R001173	5	isnad	861	897
R001173	5	claimed_source	925	938
R001174	1	Ayah	292	345
R001174	1	claimed_source	269	288
R001174	2	Ayah	390	439
R001174	2	claimed_source	368	386
R001174	3	matn	518	683
R001174	3	claimed_source	483	510
R001174	4	Ayah	727	771
R001174	4	claimed_source	706	723
R001174	5	matn	842	867
R001174	5	claimed_source	815	834
R001175	1	NoAnnotation	-	-
R001176	1	Ayah	314	747
R001176	1	claimed_source	286	311
R001176	2	matn	832	852
R001176	2	isnad	767	830
R001176	2	claimed_source	855	873
R001178	1	NoAnnotation	-	-
R001179	1	Ayah	246	556
R001179	1	claimed_source	217	241
R001179	2	Ayah	604	761
R001179	2	claimed_source	578	599
R001179	3	matn	1970	1999
R001179	3	claimed_source	2002	2009
R001179	4	matn	2135	2180
R001179	4	claimed_source	2183	2187
R001180	1	Ayah	525	601
R001180	1	claimed_source	608	620
R001180	2	matn	681	756
R001180	2	claimed_source	761	786
R001181	1	Ayah	76	206
R001181	1	claimed_source	209	222
R001181	2	Ayah	421	540
R001181	2	claimed_source	543	558
R001181	3	Ayah	742	823
R001181	3	claimed_source	826	840
R001181	4	matn	1054	1192
R001181	4	isnad	1025	1053
R001181	4	claimed_source	1195	1208
R001182	1	Ayah	113	217
R001182	1	claimed_source	219	245
R001182	2	matn	329	403
R001182	2	isnad	266	327
R001182	2	claimed_source	406	446
R001183	1	Ayah	231	359
R001183	1	claimed_source	207	228
R001183	2	matn	556	585
R001183	2	claimed_source	588	600
R001184	1	Ayah	153	220
R001184	1	claimed_source	223	234
R001184	2	Ayah	250	1064
R001184	2	claimed_source	1067	1076
R001184	3	matn	1120	1182
R001184	3	claimed_source	1185	1197
R001184	4	matn	1421	1524
R001184	4	claimed_source	1527	1536
R001186	1	Ayah	270	583
R001186	1	claimed_source	586	597
R001186	2	matn	752	1066
R001186	2	claimed_source	1069	1082
R001186	3	Ayah	1302	1496
R001186	3	claimed_source	1499	1510
R001186	4	matn	1659	1757
R001186	4	claimed_source	1760	1773
R001187	1	Ayah	726	892
R001187	1	claimed_source	903	914
R001187	2	matn	1355	1401
R001187	2	claimed_source	1412	1468
R001187	3	matn	1821	1862
R001187	3	claimed_source	1873	1930
R001188	1	matn	186	217
R001188	1	claimed_source	222	250
R001188	2	Ayah	277	409
R001188	2	claimed_source	413	424
R001188	3	matn	515	555
R001188	3	isnad	433	512
R001188	3	claimed_source	433	440
R001188	4	Ayah	843	885
R001188	4	claimed_source	889	899
R001188	5	matn	981	1014
R001188	5	isnad	908	978
R001188	5	claimed_source	908	915
R001188	6	Ayah	1308	1399
R001188	6	claimed_source	1403	1414
R001188	7	matn	1500	1547
R001188	7	isnad	1423	1497
R001188	7	claimed_source	1423	1430
R001189	1	Ayah	336	382
R001189	1	claimed_source	394	405
R001189	2	matn	587	618
R001189	2	claimed_source	621	633
R001189	3	Ayah	815	898
R001189	3	claimed_source	910	920
R001189	4	matn	1098	1134
R001189	4	claimed_source	1137	1155
R001189	5	matn	1341	1383
R001189	5	claimed_source	1386	1395
R001191	1	Ayah	97	194
R001191	1	claimed_source	197	218
R001192	1	Ayah	101	122
R001192	1	claimed_source	125	134
R001192	2	matn	314	362
R001192	2	claimed_source	387	400
R001193	1	Ayah	580	698
R001193	1	claimed_source	545	566
R001194	1	NoAnnotation	-	-
R001196	1	NoAnnotation	-	-
R001197	1	Ayah	423	499
R001197	1	claimed_source	502	512
R001197	2	matn	672	710
R001197	2	isnad	606	670
R001197	2	claimed_source	716	725
R001197	3	Ayah	1010	1100
R001197	3	claimed_source	1103	1114
R001197	4	Ayah	1222	1333
R001197	4	claimed_source	1336	1347
R001197	5	matn	1472	1513
R001197	5	isnad	1410	1470
R001197	5	claimed_source	1519	1531
R001198	1	Ayah	228	289
R001198	1	claimed_source	221	225
R001198	2	Ayah	351	410
R001198	2	claimed_source	343	348
R001198	3	matn	477	526
R001198	3	isnad	447	475
R001198	3	claimed_source	426	446
R001198	4	matn	594	633
R001198	4	isnad	564	592
R001198	4	claimed_source	542	563
R001199	1	Ayah	280	445
R001199	1	claimed_source	448	466
R001199	2	matn	528	592
R001199	2	claimed_source	595	613
R001199	3	Ayah	698	807
R001199	3	claimed_source	810	834
R001199	4	matn	881	924
R001199	4	claimed_source	927	939
R001200	1	Ayah	124	217
R001201	1	matn	344	480
R001201	1	isnad	317	341
R001202	1	Ayah	129	236
R001202	1	claimed_source	239	249
R001202	2	matn	288	317
R001202	2	claimed_source	320	332
R001202	3	Ayah	521	639
R001202	3	claimed_source	642	653
R001202	4	Ayah	781	864
R001202	4	claimed_source	867	876
R001202	5	Ayah	945	986
R001202	5	claimed_source	989	999
R001202	6	Ayah	1079	1148
R001202	6	claimed_source	1151	1161
R001202	7	Ayah	1264	1293
R001202	7	claimed_source	1296	1307
R001202	8	Ayah	1414	1534
R001202	8	claimed_source	1537	1545
R001203	1	Ayah	64	211
R001203	1	claimed_source	214	226
R001205	1	Ayah	172	196
R001205	1	claimed_source	199	221
R001206	1	NoAnnotation	-	-
R001207	1	matn	135	230
R001207	1	claimed_source	232	244
R001208	1	NoAnnotation	-	-
R001209	1	Ayah	142	336
R001209	1	claimed_source	339	348
R001209	2	matn	559	616
R001209	2	isnad	491	557
R001209	2	claimed_source	622	632
R001209	3	matn	825	919
R001209	3	isnad	721	823
R001209	3	claimed_source	925	935
R001209	4	matn	1122	1187
R001209	4	isnad	1062	1120
R001209	4	claimed_source	1044	1056
R001210	1	Ayah	90	244
R001210	1	claimed_source	247	262
R001211	1	Ayah	440	482
R001211	1	claimed_source	488	497
R001211	2	Ayah	523	562
R001211	2	claimed_source	568	577
R001211	3	Ayah	985	1120
R001211	3	claimed_source	1126	1149
R001211	4	matn	1479	1599
R001211	4	isnad	1452	1478
R001211	4	claimed_source	1434	1451
R001211	5	Ayah	1890	1927
R001211	5	claimed_source	1933	1942
R001212	1	matn	154	211
R001212	1	claimed_source	213	225
R001213	1	NoAnnotation	-	-
R001215	1	NoAnnotation	-	-
R001216	1	NoAnnotation	-	-
R001217	1	Ayah	285	364
R001217	1	claimed_source	376	387
R001217	2	matn	591	628
R001217	2	claimed_source	631	644
R001218	1	Ayah	572	613
R001218	1	claimed_source	558	569
R001218	2	matn	844	902
R001218	2	isnad	769	842
R001218	2	claimed_source	774	781
R001219	1	NoAnnotation	-	-
R001221	1	Ayah	219	377
R001221	1	claimed_source	183	205
R001221	2	matn	515	638
R001221	2	isnad	468	512
R001221	2	claimed_source	447	467
R001221	3	matn	711	804
R001221	3	isnad	677	708
R001221	3	claimed_source	656	676
R001222	1	Ayah	293	383
R001222	1	claimed_source	268	290
R001222	2	Ayah	518	629
R001222	2	claimed_source	496	515
R001222	3	Ayah	860	910
R001222	3	claimed_source	835	857
R001222	4	Ayah	1097	1429
R001222	4	claimed_source	1072	1094
R001223	1	Ayah	144	185
R001223	1	claimed_source	196	206
R001225	1	Ayah	1265	1384
R001225	1	claimed_source	1389	1406
R001225	2	Ayah	1486	1585
R001225	2	claimed_source	1590	1606
R001225	3	Ayah	1669	1723
R001225	3	claimed_source	1728	1745
R001225	4	matn	1831	1909
R001225	4	claimed_source	1914	1923
R001225	5	matn	1980	2047
R001225	5	claimed_source	1787	1791
R001226	1	Ayah	158	231
R001226	1	claimed_source	137	151
R001226	2	matn	296	472
R001226	2	isnad	242	294
R001226	2	claimed_source	274	288
R001227	1	Ayah	412	538
R001227	1	claimed_source	377	399
R001228	1	Ayah	228	368
R001228	1	claimed_source	371	380
R001228	2	matn	494	556
R001228	2	claimed_source	559	567
R001228	3	Ayah	725	785
R001228	3	claimed_source	788	799
R001228	4	matn	917	956
R001228	4	claimed_source	959	966
R001228	5	Ayah	1103	1221
R001228	5	claimed_source	1224	1235
R001228	6	Ayah	1583	1693
R001228	6	claimed_source	1696	1706
R001228	7	matn	1816	1848
R001228	7	claimed_source	1416	1420
R001228	8	Ayah	2003	2108
R001228	8	claimed_source	2111	2123
R001228	9	matn	2230	2313
R001228	9	claimed_source	2316	2323
R001228	10	matn	2485	2523
R001228	10	claimed_source	2526	2534
R001228	11	matn	2750	2797
R001228	11	claimed_source	2800	2807
R001229	1	Ayah	266	321
R001229	1	claimed_source	324	333
R001229	2	Ayah	588	645
R001229	2	claimed_source	648	660
R001229	3	Ayah	725	796
R001229	3	claimed_source	799	811
R001229	4	Ayah	1054	1216
R001229	4	claimed_source	1219	1230
R001229	5	matn	1341	1376
R001229	5	claimed_source	1379	1386
R001229	6	Ayah	1499	1624
R001229	6	claimed_source	1627	1636
R001229	7	Ayah	1725	1824
R001229	7	claimed_source	1827	1835
R001229	8	Ayah	1945	2087
R001229	8	claimed_source	2090	2102
R001229	9	Ayah	2303	2406
R001229	9	claimed_source	2409	2420
R001229	10	matn	2501	2558
R001229	10	claimed_source	2561	2565
R001231	1	Ayah	146	206
R001231	1	claimed_source	210	236
R001231	2	matn	468	574
R001231	2	isnad	439	466
R001231	2	claimed_source	416	437
R001232	1	NoAnnotation	-	-
R001233	1	Ayah	105	153
R001233	1	claimed_source	156	168
R001233	2	Ayah	221	721
R001233	2	claimed_source	724	735
R001233	3	Ayah	739	832
R001233	3	claimed_source	835	846
R001233	4	matn	902	1005
R001233	4	claimed_source	1008	1017
R001233	5	matn	1068	1186
R001233	5	claimed_source	1189	1201
R001234	1	matn	56	72
R001234	2	matn	437	471
R001234	2	claimed_source	474	496
R001234	3	matn	521	555
R001234	3	claimed_source	558	583
R001234	4	matn	605	668
R001234	4	claimed_source	671	693
R001234	5	matn	892	908
R001234	6	matn	940	974
R001234	6	isnad	925	938
R001237	1	matn	70	134
R001237	1	claimed_source	136	157
R001237	2	matn	174	231
R001237	2	isnad	163	172
R001237	2	claimed_source	234	253
R001238	1	Ayah	157	330
R001238	1	claimed_source	332	341
R001238	2	Ayah	386	507
R001238	2	claimed_source	509	520
R001238	3	Ayah	561	826
R001238	3	claimed_source	828	837
R001238	4	matn	1015	1128
R001238	4	isnad	884	1013
R001238	4	claimed_source	1138	1156
R001239	1	matn	618	763
R001239	1	claimed_source	767	776
R001240	1	Ayah	103	233
R001240	1	claimed_source	91	100
R001240	2	matn	532	675
R001240	2	claimed_source	468	486
R001241	1	Ayah	102	147
R001241	1	claimed_source	150	161
R001241	2	matn	289	315
R001241	2	claimed_source	318	341
R001241	3	Ayah	538	601
R001241	3	claimed_source	604	615
R001241	4	matn	753	801
R001241	4	claimed_source	804	838
R001242	1	Ayah	342	531
R001242	1	claimed_source	534	544
R001242	2	matn	580	598
R001242	2	claimed_source	600	612
R001242	3	matn	641	750
R001242	3	claimed_source	752	761
R001243	1	Ayah	164	221
R001243	1	claimed_source	144	162
R001243	2	matn	273	343
R001243	2	isnad	239	271
R001243	2	claimed_source	231	238
R001243	3	Ayah	745	774
R001243	3	claimed_source	724	743
R001243	4	matn	822	885
R001243	4	isnad	792	820
R001243	4	claimed_source	514	521
R001243	5	Ayah	1224	1312
R001243	5	claimed_source	1203	1222
R001243	6	matn	1360	1431
R001243	6	isnad	1330	1358
R001243	6	claimed_source	784	791
R001244	1	matn	499	559
R001244	1	claimed_source	562	571
R001244	2	Ayah	1770	1820
R001244	2	claimed_source	1823	1834
R001246	1	Ayah	284	612
R001246	1	claimed_source	624	634
R001246	2	Ayah	798	965
R001246	2	claimed_source	977	986
R001246	3	Ayah	1186	1241
R001246	3	claimed_source	1253	1265
R001247	1	Ayah	261	426
R001247	1	claimed_source	218	238
R001247	2	Ayah	672	1000
R001247	2	claimed_source	631	653
R001247	3	matn	1280	1332
R001247	3	isnad	1218	1278
R001247	3	claimed_source	1335	1344
R001248	1	Ayah	110	199
R001248	1	claimed_source	202	211
R001248	2	matn	628	735
R001248	2	claimed_source	738	766
R001249	1	NoAnnotation	-	-
R001250	1	Ayah	138	424
R001250	1	claimed_source	107	124
R001250	2	matn	557	620
R001250	2	isnad	462	555
R001250	2	claimed_source	624	654
R001251	1	Ayah	400	458
R001251	1	claimed_source	461	475
R001251	2	matn	513	571
R001251	2	claimed_source	574	587
R001251	3	Ayah	790	1001
R001251	3	claimed_source	1004	1019
R001251	4	matn	1057	1173
R001251	4	claimed_source	1176	1188
R001252	1	Ayah	296	1113
R001252	1	claimed_source	270	291
R001252	2	matn	1422	1668
R001252	2	isnad	1336	1420
R001252	2	claimed_source	1671	1683
R001253	1	Ayah	460	934
R001253	1	claimed_source	937	960
R001254	1	Ayah	985	1107
R001254	1	claimed_source	1110	1121
R001254	2	Ayah	1145	1206
R001254	2	claimed_source	1209	1220
R001254	3	matn	1224	1405
R001254	3	claimed_source	1408	1415
R001255	1	Ayah	291	335
R001255	1	claimed_source	262	282
R001255	2	matn	577	644
R001255	2	claimed_source	653	723
R001255	3	matn	928	1002
R001255	3	claimed_source	1011	1052
R001256	1	Ayah	122	172
R001256	1	claimed_source	175	192
R001257	1	NoAnnotation	-	-
R001259	1	Ayah	130	281
R001259	1	claimed_source	284	293
R001259	2	matn	337	380
R001259	2	claimed_source	383	401
R001259	3	matn	593	653
R001259	3	isnad	554	591
R001259	3	claimed_source	656	668
R001259	4	matn	775	972
R001259	4	isnad	709	773
R001259	4	claimed_source	975	993
R001260	1	matn	316	469
R001260	1	isnad	284	314
R001260	1	claimed_source	473	491
R001260	2	Ayah	1062	1182
R001260	2	claimed_source	1185	1196
R001264	1	Ayah	201	267
R001264	1	claimed_source	271	283
R001264	2	Ayah	289	392
R001264	2	claimed_source	396	412
R001264	3	Ayah	541	615
R001264	3	claimed_source	619	631
R001264	4	Ayah	637	690
R001264	4	claimed_source	694	706
R001264	5	Ayah	863	899
R001264	5	claimed_source	902	910
R001264	6	Ayah	916	1006
R001264	6	claimed_source	1009	1018
R001265	1	Ayah	31	68
R001265	1	claimed_source	0	21
R001265	2	matn	230	331
R001265	2	isnad	201	228
R001265	2	claimed_source	335	357
R001266	1	Ayah	360	623
R001266	1	claimed_source	626	637
R001266	2	matn	1871	1932
R001266	2	isnad	1804	1869
R001266	2	claimed_source	1936	1949
R001266	3	matn	2083	2231
R001266	3	isnad	2042	2082
R001266	3	claimed_source	2235	2249
R001268	1	matn	156	308
R001268	1	claimed_source	310	335
R001268	2	Ayah	534	698
R001268	2	claimed_source	701	711
R001268	3	matn	922	975
R001268	3	claimed_source	977	998
R001268	4	matn	1200	1286
R001268	4	claimed_source	1288	1312
R001269	1	Ayah	301	342
R001269	1	claimed_source	345	355
R001269	2	Ayah	685	706
R001269	2	claimed_source	709	720
R001269	3	Ayah	863	908
R001269	3	claimed_source	911	922
R001269	4	matn	1084	1157
R001269	4	claimed_source	1161	1169
R001269	5	matn	2065	2108
R001269	5	claimed_source	2112	2119
R001270	1	matn	27	129
R001270	1	claimed_source	132	144
R001271	1	NoAnnotation	-	-
R001273	1	Ayah	248	376
R001273	1	claimed_source	384	407
R001273	2	matn	587	606
R001273	2	isnad	547	581
R001273	2	claimed_source	612	631
R001273	3	matn	871	890
R001273	3	isnad	832	865
R001273	3	claimed_source	896	911
R001273	4	matn	1114	1149
R001273	4	isnad	1075	1108
R001273	4	claimed_source	1155	1173
R001274	1	Ayah	344	439
R001274	1	claimed_source	443	453
R001274	2	Ayah	472	526
R001274	2	claimed_source	530	540
R001274	3	Ayah	559	603
R001274	3	claimed_source	607	616
R001274	4	matn	654	761
R001274	4	claimed_source	763	772
R001274	5	matn	801	883
R001274	5	claimed_source	886	898
R001276	1	Ayah	445	519
R001276	1	claimed_source	419	431
R001276	2	matn	598	611
R001276	2	claimed_source	614	623
R001277	1	Ayah	482	512
R001277	1	claimed_source	522	538
R001277	2	Ayah	556	638
R001277	2	claimed_source	648	665
R001277	3	matn	870	916
R001277	3	claimed_source	926	945
R001277	4	matn	963	1043
R001277	4	claimed_source	1053	1069
R001277	5	Ayah	1271	1405
R001277	5	claimed_source	1415	1432
R001277	6	Ayah	1450	1624
R001277	6	claimed_source	1634	1650
R001277	7	matn	1843	1902
R001277	7	claimed_source	1912	1931
R001278	1	Ayah	242	340
R001278	1	claimed_source	345	355
R001278	2	Ayah	460	501
R001278	2	claimed_source	506	516
R001278	3	matn	641	705
R001278	3	claimed_source	710	717
R001278	4	matn	821	964
R001278	4	claimed_source	966	970
R001278	5	matn	1041	1081
R001278	5	claimed_source	1086	1094
R001278	6	Ayah	1403	1442
R001278	6	claimed_source	1447	1458
R001278	7	matn	1549	1633
R001278	7	claimed_source	1638	1644
R001279	1	Ayah	89	280
R001279	1	claimed_source	283	293
R001279	2	matn	339	393
R001279	2	claimed_source	395	454
R001280	1	matn	24	78
R001281	1	Ayah	303	490
R001281	1	claimed_source	493	502
R001281	2	matn	1131	1178
R001281	2	isnad	1125	1129
R001281	2	claimed_source	1183	1215
R001282	1	Ayah	402	555
R001282	1	claimed_source	558	569
R001282	2	Ayah	580	629
R001282	2	claimed_source	632	643
R001282	3	matn	706	773
R001282	3	claimed_source	777	785
R001283	1	NoAnnotation	-	-
R001284	1	NoAnnotation	-	-
R001286	1	Ayah	249	374
R001286	1	claimed_source	224	246
R001286	2	matn	432	514
R001286	2	claimed_source	517	526
R001287	1	Ayah	454	666
R001287	1	claimed_source	677	687
R001287	2	matn	1011	1111
R001287	2	claimed_source	1122	1135
R001287	3	Ayah	2083	2124
R001287	3	claimed_source	2135	2147
R001289	1	Ayah	144	240
R001289	1	claimed_source	243	252
R001289	2	matn	374	462
R001289	2	claimed_source	465	512
R001290	1	NoAnnotation	-	-
R001291	1	Ayah	256	480
R001291	1	claimed_source	236	253
R001291	2	Ayah	632	763
R001291	2	claimed_source	611	629
R001291	3	matn	1014	1067
R001291	3	isnad	941	1012
R001291	3	claimed_source	1071	1084
R001291	4	matn	1253	1303
R001291	4	isnad	1179	1251
R001291	4	claimed_source	1307	1319
R001292	1	NoAnnotation	-	-
R001293	1	matn	145	203
R001293	1	claimed_source	206	218
R001293	2	Ayah	349	412
R001293	2	claimed_source	415	426
R001294	1	matn	250	676
R001294	1	claimed_source	679	690
R001294	2	matn	746	1109
R001294	2	claimed_source	1112	1116
R001297	1	Ayah	469	617
R001297	1	claimed_source	444	466
R001297	2	Ayah	650	833
R001297	2	claimed_source	624	647
R001297	3	Ayah	1091	1222
R001297	3	claimed_source	1066	1088
R001297	4	Ayah	1252	1329
R001297	4	claimed_source	1229	1249
R001297	5	matn	1422	1927
R001297	5	isnad	1358	1420
R001297	5	claimed_source	1933	1985
R001298	1	matn	61	94
R001298	1	claimed_source	96	117
R001299	1	Ayah	236	340
R001299	1	claimed_source	343	354
R001299	2	Ayah	751	926
R001299	2	claimed_source	929	940
R001299	3	Ayah	1131	1352
R001299	3	claimed_source	1355	1366
R001299	4	matn	1533	1643
R001299	4	isnad	1502	1531
R001299	4	claimed_source	1647	1728
R001299	5	matn	1856	1986
R001299	5	isnad	1822	1854
R001299	5	claimed_source	1990	2052
R001300	1	Ayah	273	382
R001300	1	claimed_source	385	406
R001300	2	matn	759	992
R001300	2	claimed_source	995	1047
R001301	1	NoAnnotation	-	-
R001303	1	NoAnnotation	-	-
R001304	1	Ayah	426	566
R001304	1	claimed_source	577	587
R001304	2	matn	838	899
R001304	2	claimed_source	910	939
R001304	3	Ayah	1206	1333
R001304	3	claimed_source	1344	1356
R001304	4	matn	1679	1788
R001304	4	claimed_source	1799	1828
R001305	1	Ayah	556	925
R001305	1	claimed_source	928	941
R001305	2	matn	1050	1274
R001305	2	claimed_source	1277	1325
R001305	3	matn	1395	1579
R001305	3	claimed_source	1582	1630
R001306	1	Ayah	130	178
R001306	1	claimed_source	181	208
R001306	2	matn	274	355
R001306	2	isnad	226	272
R001306	2	claimed_source	359	474
R001308	1	Ayah	335	382
R001308	1	claimed_source	385	396
R001308	2	Ayah	833	915
R001308	2	claimed_source	918	930
R001309	1	Ayah	46	102
R001309	1	claimed_source	105	114
R001309	2	matn	486	698
R001309	2	isnad	447	484
R001309	2	claimed_source	701	734
R001310	1	Ayah	281	406
R001310	1	claimed_source	416	434
R001310	2	Ayah	663	751
R001310	2	claimed_source	761	777
R001310	3	matn	957	1004
R001310	3	claimed_source	1014	1033
R001310	4	Ayah	1221	1275
R001310	4	claimed_source	1285	1299
R001310	5	Ayah	1526	1690
R001310	5	claimed_source	1700	1715
R001311	1	Ayah	259	280
R001311	1	claimed_source	283	292
R001311	2	Ayah	312	376
R001311	2	claimed_source	379	390
R001311	3	matn	445	463
R001311	3	claimed_source	466	475
R001311	4	Ayah	874	1018
R001311	4	claimed_source	1021	1031
R001312	1	Ayah	409	453
R001312	1	claimed_source	456	465
R001312	2	Ayah	530	629
R001312	2	claimed_source	632	641
R001312	3	Ayah	737	882
R001312	3	claimed_source	885	894
R001312	4	Ayah	1202	1272
R001312	4	claimed_source	1275	1283
R001312	5	Ayah	1369	1412
R001312	5	claimed_source	1415	1426
R001312	6	Ayah	1497	1598
R001312	6	claimed_source	1601	1610
R001312	7	matn	1707	1735
R001312	7	claimed_source	1740	1752
R001312	8	matn	1831	1878
R001312	8	claimed_source	1883	1895
R001312	9	matn	1961	2028
R001312	9	claimed_source	2033	2045
R001314	1	NoAnnotation	-	-
R001315	1	Ayah	142	285
R001315	1	claimed_source	106	128
R001315	2	matn	453	538
R001315	2	claimed_source	541	554
R001316	1	Ayah	104	163
R001316	1	claimed_source	166	171
R001316	2	matn	243	441
R001316	2	claimed_source	222	235
R001317	1	Ayah	133	233
R001317	1	claimed_source	236	253
R001318	1	Ayah	512	582
R001318	1	claimed_source	592	611
R001318	2	Ayah	628	698
R001318	2	claimed_source	708	731
R001318	3	Ayah	1128	1168
R001318	3	claimed_source	1178	1200
R001318	4	matn	1727	1806
R001318	4	claimed_source	1816	1897
R001319	1	Ayah	216	275
R001319	1	claimed_source	278	296
R001319	2	matn	363	498
R001319	2	claimed_source	501	565
R001320	1	Ayah	542	577
R001320	1	claimed_source	580	588
R001320	2	Ayah	1127	1247
R001320	2	claimed_source	1250	1259
R001320	3	matn	2074	2151
R001320	3	isnad	1981	2072
R001320	3	claimed_source	2155	2167
R001320	4	matn	2294	2366
R001320	4	claimed_source	2370	2388
R001321	1	NoAnnotation	-	-
R001322	1	matn	145	190
R001322	1	claimed_source	193	216
R001322	2	Ayah	320	461
R001322	2	claimed_source	472	482
R001325	1	Ayah	74	201
R001325	1	claimed_source	204	214
R001325	2	matn	255	273
R001325	2	claimed_source	276	285
R001325	3	matn	319	356
R001325	3	claimed_source	359	371
R001326	1	Ayah	183	290
R001326	1	claimed_source	171	180
R001327	1	Ayah	186	422
R001327	1	claimed_source	162	183
R001327	2	matn	517	651
R001327	2	isnad	451	515
R001327	2	claimed_source	654	663
R001327	3	matn	734	754
R001327	3	claimed_source	757	779
R001327	4	Ayah	963	1128
R001327	4	claimed_source	938	960
R001327	5	Ayah	1299	1443
R001327	5	claimed_source	1272	1296
R001327	6	Ayah	1643	1835
R001327	6	claimed_source	1618	1640
R001328	1	Ayah	256	409
R001328	1	claimed_source	219	242
R001328	2	matn	698	717
R001328	2	claimed_source	720	732
R001329	1	Ayah	190	286
R001329	1	claimed_source	289	308
R001329	2	Ayah	312	531
R001329	2	claimed_source	534	554
R001329	3	Ayah	558	633
R001329	3	claimed_source	636	656
R001329	4	matn	711	982
R001329	4	claimed_source	985	994
R001330	1	matn	266	303
R001330	1	isnad	201	264
R001330	1	claimed_source	169	200
R001330	2	matn	375	408
R001330	2	isnad	308	373
R001330	2	claimed_source	411	439
R001332	1	Ayah	79	141
R001332	1	claimed_source	143	154
R001332	2	Ayah	161	201
R001332	2	claimed_source	203	214
R001332	3	Ayah	221	276
R001332	3	claimed_source	278	286
R001332	4	Ayah	357	385
R001332	4	claimed_source	387	395
R001332	5	Ayah	402	457
R001332	5	claimed_source	459	467
R001332	6	Ayah	474	590
R001332	6	claimed_source	592	600
R001332	7	matn	700	764
R001332	7	isnad	631	698
R001332	7	claimed_source	622	629
R001332	8	matn	842	898
R001332	8	isnad	777	840
R001332	8	claimed_source	771	775
R001332	9	matn	988	1044
R001332	9	isnad	923	986
R001332	9	claimed_source	905	921
R001332	10	matn	1125	1181
R001332	10	isnad	1060	1123
R001332	10	claimed_source	1051	1058
R001333	1	Ayah	104	229
R001333	1	claimed_source	232	253
R001334	1	Ayah	319	446
R001334	1	claimed_source	294	315
R001334	2	matn	508	558
R001334	2	claimed_source	561	574
R001335	1	Ayah	135	179
R001335	1	claimed_source	111	132
R001335	2	matn	270	314
R001335	2	claimed_source	317	330
R001335	3	Ayah	533	629
R001335	3	claimed_source	509	530
R001335	4	matn	680	853
R001335	4	claimed_source	856	874
R001336	1	Ayah	64	117
R001336	1	claimed_source	44	61
R001336	2	Ayah	141	191
R001336	2	claimed_source	121	138
R001336	3	Ayah	215	284
R001336	3	claimed_source	195	212
R001336	4	matn	389	423
R001336	4	isnad	326	388
R001336	4	claimed_source	310	324
R001336	5	matn	508	536
R001336	5	isnad	440	507
R001336	5	claimed_source	427	438
R001336	6	matn	643	679
R001336	6	isnad	578	642
R001336	6	claimed_source	540	576
R001337	1	NoAnnotation	-	-
R001338	1	Ayah	807	1022
R001338	1	claimed_source	1025	1037
R001338	2	Ayah	2118	2212
R001338	2	claimed_source	2215	2226
R001338	3	matn	2474	2528
R001338	3	claimed_source	2531	2539
R001338	4	Ayah	2733	2822
R001338	4	claimed_source	2825	2838
R001339	1	Ayah	230	294
R001339	1	claimed_source	297	307
R001339	2	matn	342	417
R001339	2	claimed_source	419	431
R001343	1	Ayah	77	125
R001343	1	claimed_source	67	74
R001343	2	matn	259	384
R001343	2	isnad	188	257
R001343	2	claimed_source	173	186
R001344	1	Ayah	24	164
R001344	1	claimed_source	410	432
R001345	1	Ayah	829	994
R001345	1	claimed_source	805	825
R001345	2	Ayah	1025	1132
R001345	2	claimed_source	1000	1021
R001345	3	matn	1215	1491
R001345	3	isnad	1198	1211
R001345	3	claimed_source	1198	1210
R001345	4	matn	1510	1596
R001345	4	isnad	1496	1506
R001345	4	claimed_source	1496	1505
R001346	1	Ayah	311	444
R001346	1	claimed_source	447	458
R001346	2	matn	584	671
R001346	2	isnad	515	582
R001346	2	claimed_source	673	687
R001346	3	matn	734	822
R001346	3	isnad	692	732
R001346	3	claimed_source	824	838
R001346	4	matn	887	971
R001346	4	isnad	843	885
R001346	4	claimed_source	973	987
R001346	5	Ayah	1070	1153
R001346	5	claimed_source	1052	1067
R001346	6	Ayah	1174	1268
R001346	6	claimed_source	1157	1171
R001346	7	matn	1325	1341
R001346	7	isnad	1272	1323
R001346	7	claimed_source	1272	1286
R001346	8	matn	1396	1412
R001346	8	isnad	1345	1394
R001346	8	claimed_source	1345	1359
R001346	9	matn	1469	1485
R001346	9	isnad	1416	1467
R001346	9	claimed_source	1416	1430
R001347	1	Ayah	44	76
R001347	1	claimed_source	81	109
R001347	2	Ayah	229	284
R001347	3	matn	1100	1200
R001347	3	claimed_source	1204	1217
R001348	1	matn	95	252
R001348	1	claimed_source	264	291
R001348	2	matn	392	461
R001348	2	claimed_source	473	503
R001349	1	Ayah	74	109
R001349	1	claimed_source	334	363
R001350	1	NoAnnotation	-	-
R001351	1	Ayah	135	166
R001351	1	claimed_source	169	180
R001351	2	Ayah	352	451
R001351	2	claimed_source	454	465
R001351	3	matn	615	639
R001351	3	claimed_source	642	660
R001351	4	matn	787	813
R001351	4	claimed_source	816	825
R001351	5	Ayah	948	997
R001351	5	claimed_source	1000	1009
R001351	6	matn	1133	1160
R001351	6	claimed_source	1163	1176
R001351	7	matn	1439	1486
R001351	7	claimed_source	1489	1502
R001352	1	Ayah	178	212
R001352	1	claimed_source	23	45
R001352	2	Ayah	403	487
R001352	2	claimed_source	367	389
R001352	3	matn	707	876
R001352	3	isnad	640	705
R001352	3	claimed_source	880	893
R001352	4	matn	966	1121
